V1,V2
14.073879999999999,-1.5770520000000001
-3.888388,0.4062882
18.69151,10.06134
21.0912,26.459509999999998
2.459292,6.8383259999999995
6.513192,-0.7243316999999999
24.3063,14.39751
13.94559,0.7581209
-2.664707,-6.36948
8.106246,0.4920085
17.07317,25.84198
6.0494330000000005,22.92962
23.94025,27.279809999999998
-7.401308,-3.5558080000000003
2.926755,22.41698
-2.774311,-21.36068
-3.094624,16.60375
15.663379999999998,18.608179999999997
22.3694,20.29701
-0.9840129999999999,23.2461
28.63485,4.79718
21.88014,12.66741
-3.6215059999999997,4.7501430000000004
12.52111,8.464080000000001
-22.49599,0.13929160000000002
17.33361,3.268888
-6.884011,-1.824905
10.21154,24.45211
12.14809,12.065760000000001
-1.9248669999999999,-0.13613440000000002
21.60187,10.23303
15.66342,13.893720000000002
15.0212,9.187742
13.60186,16.88655
4.554105,37.176320000000004
12.56063,7.900061
-11.53464,11.63952
24.587979999999998,1.860825
-8.381909,14.354070000000002
-6.1142650000000005,7.3633729999999975
-5.1986099999999995,12.786760000000001
21.17985,10.369810000000001
6.734995,23.19933
10.19698,15.43111
12.04076,17.23649
25.86829,2.396404
-5.335044,7.578044
9.824228,6.06933
14.249670000000002,27.39351
5.553391,13.30626
9.224884,-2.7027229999999998
16.72743,15.952370000000002
13.19714,14.475179999999998
13.476720000000002,-4.123874
6.2834900000000005,11.55091
15.38618,-8.226192
10.96815,9.922543
14.3925,3.203174
22.91966,20.66688
12.9942,15.3486
24.38812,18.26395
-9.467832000000001,0.6434593000000001
-5.9889470000000005,22.67049
-1.766619,18.50818
-2.9972090000000002,15.36209
-2.980586,14.541870000000001
19.18525,12.05587
18.620520000000006,-6.348775
4.541831,3.5867989999999996
2.029832,35.52395
18.081329999999998,6.853875
16.55184,29.25978
20.814870000000006,0.2041338
4.7732410000000005,11.55061
17.54123,24.48917
11.232000000000001,27.956590000000002
19.88413,3.3734900000000003
-3.511829,6.03616
19.837889999999998,5.660164
21.5811,2.3089009999999996
12.77548,11.26171
-3.640386,-8.611116
22.1939,13.675070000000002
24.52809,3.520373
-2.055682,19.0635
22.10497,10.32231
11.01341,25.31104
19.344160000000002,17.969070000000006
-3.011348,22.65403
4.864152,-1.2461200000000001
-12.933810000000001,4.052313
-3.2250419999999997,2.0660119999999997
27.516309999999997,9.72616
15.95689,0.2902336
5.763955,18.514029999999998
24.531129999999997,23.72683
12.13776,-1.241701
-6.7422759999999995,10.8888
1.712732,14.68423
4.114345,23.43694
24.57423,17.20925
12.09148,-2.061826
6.380095,19.50401
15.4881,21.719079999999998
3.5727309999999997,-3.0781490000000002
26.356690000000004,20.47212
14.78471,23.345860000000002
-1.279279,0.9330042
0.01129247,8.008011999999999
5.984768,1.961941
8.858572,17.184720000000002
19.37649,2.122504
9.105789999999999,19.51155
9.643453,6.241649
-3.1091740000000003,18.91863
10.540999999999999,-3.3949540000000002
4.573325,11.782969999999999
22.98676,10.07359
-10.77961,14.08271
5.6329199999999995,18.08959
5.782557,12.32168
27.1903,10.58244
8.920819999999997,30.34188
-1.781047,10.98773
-0.7274996,-7.879213
23.339979999999997,16.66643
16.00585,1.3749639999999999
22.97108,15.7172
8.993785,-9.014578
8.249774,-2.679776
5.368688,12.60516
25.45515,22.222579999999997
16.10149,11.38547
25.9423,5.396589
13.96851,23.8073
1.0597729999999999,2.482886
11.198960000000001,27.34923
10.01848,12.379000000000001
-5.964017,14.30957
14.692720000000001,13.940270000000002
5.162226,-3.949188
16.13654,2.4912810000000003
-8.427487,17.28569
17.46026,23.52985
4.839787,2.035094
24.78075,8.787683
3.28531,-2.7043060000000003
1.317184,13.352889999999999
5.000647,13.50562
-2.902717,2.2402900000000003
12.86082,12.72926
6.369858,11.56653
5.9131599999999995,24.22981
-4.098757,-5.008349
-0.7625945,18.5798
15.58506,11.27319
5.403196,11.22043
-1.124667,31.28172
6.120589,10.168239999999999
6.07585,31.160290000000003
-8.399909,8.830895
36.17882,-22.1776
2.199297,12.84548
8.845364,21.62596
-14.18104,1.871214
34.640859999999996,11.64993
-0.7696695,8.42469
-6.12447,23.05465
-14.651420000000002,10.9695
11.58703,14.496579999999998
0.8204501000000001,10.62322
28.5049,10.303360000000001
-8.36784,4.386019
32.45148,7.488422999999999
6.733567999999999,18.12497
10.64451,16.76856
3.2193240000000003,19.57019
10.74578,27.00378
4.207717,2.8513580000000003
13.87413,13.78015
-10.31962,15.46054
11.65267,1.7431299999999998
25.78439,2.9618849999999997
12.487630000000001,18.15628
7.276056,14.082579999999998
9.188286,18.244870000000002
7.066136,17.03944
2.462034,7.644941999999999
12.100480000000001,15.32802
-0.531199,13.14534
10.19152,5.414251999999999
8.34839,17.09359
-7.409304,15.4642
15.994229999999998,13.51288
-6.608865,-0.9393074
13.86558,6.0940010000000004
24.64994,6.4942459999999995
20.51858,17.59508
11.26143,2.0136830000000003
5.034868,7.499159
1.19408,23.50754
13.19178,12.763630000000001
9.728273,11.807160000000001
13.9332,15.7472
18.43648,12.18253
12.607489999999999,32.6225
6.429051,1.972634
12.33216,-14.739579999999998
17.02514,8.819268
39.89024000000001,23.99687
20.98933,17.29635
11.65338,-5.657587
15.09138,25.02662
11.22707,-8.075130999999999
10.76558,-4.988425
3.9108680000000002,18.411929999999998
9.769555,15.26871
12.98944,5.868339
15.621129999999999,6.474136
10.133989999999999,-2.499796
1.2722799999999999,6.644602000000001
28.93972,2.331538
-10.505139999999999,20.750970000000002
0.2242924,22.1642
23.20978,11.40963
17.61025,1.9741650000000002
7.3795600000000015,-5.537147
10.101239999999999,5.6806550000000025
18.15361,9.892188
21.83601,26.09115
19.940910000000002,14.92146
-1.475135,8.28278
-7.943030999999999,-3.830219
11.30458,8.819061999999997
20.7643,6.118451
12.46828,7.275092999999999
16.64017,1.6723240000000001
-11.45466,7.741682000000001
7.891755,-8.190833
5.2950300000000015,24.11116
6.6950520000000004,20.8704
5.536268,15.65921
-1.7861470000000002,18.384710000000002
10.10925,19.378120000000006
12.364460000000001,25.654429999999998
24.26076,6.211672
-2.913374,-0.5345634
19.30486,14.99081
-7.134083,-5.31856
6.658128,-0.8207126
13.567789999999999,3.181591
9.165157,12.44468
16.576520000000002,19.44045
13.04035,25.82305
12.10189,-7.604383
3.820956,7.389069
10.48589,11.97492
15.89318,17.60414
4.465372,18.83929
6.583345,25.99912
-3.657566000000001,8.821053
9.940546000000001,-12.20743
28.13562,-7.671817999999999
7.3514630000000025,3.724133
25.14936,4.756451
-6.347524,11.70047
8.469816,1.8548259999999999
15.9227,21.054489999999998
13.162429999999999,22.88495
6.61163,7.602461999999999
14.55212,-1.466516
5.984364,2.7614509999999997
-2.9907470000000003,18.67975
10.47763,13.9604
15.70686,3.7114519999999995
31.102990000000002,3.897385
-0.2682848,14.073920000000001
15.771370000000001,3.525233
-4.961974,27.054190000000002
10.78593,2.022093
18.0671,31.1079
7.007197,16.15708
5.3245830000000005,16.398020000000002
25.69982000000001,3.056635
20.72,23.58926
2.0901509999999996,9.11213
14.571060000000001,-6.9908550000000025
15.511429999999999,-5.554229
25.34928,25.96264
-2.523716,6.6824179999999975
-0.24467060000000002,-0.7271909000000001
-3.7872269999999997,2.679385
4.1469190000000005,13.84954
3.6297870000000003,-4.12287
27.08326,19.22561
9.194675,18.3967
12.343119999999999,2.642345
7.808153999999999,4.437537
11.60988,7.2919990000000015
5.989497,8.107000000000001
4.259951999999998,9.585877
16.388460000000002,16.90853
5.5684569999999995,7.2605520000000014
22.8137,7.456842
14.048779999999999,15.9274
3.027084,7.603089999999999
18.73794,0.02478778
28.05616,31.567790000000002
-0.3963638,-3.104964
-1.199626,12.69042
0.7270734000000001,2.26189
27.091590000000004,15.82479
8.936564,4.499611
18.23345,15.64262
-0.42921800000000004,2.211029
15.6607,19.989720000000002
14.23374,15.76271
5.829822,10.34468
4.230915,1.7355209999999999
12.19179,15.03855
5.103175,3.64185
7.088660000000001,6.2657
0.01341287,14.39395
16.070510000000002,12.183710000000001
31.6029,8.55297
-14.947270000000001,16.5969
38.0434,2.1385919999999996
24.30645,7.067761
29.127679999999998,5.9111660000000015
2.734299,9.551941000000001
5.490974,15.109879999999999
25.769460000000002,3.324707
15.67774,28.04655
27.459509999999998,4.0046029999999995
6.71577,17.91905
4.453012,4.265516000000001
21.77856,12.285969999999999
12.709000000000001,12.25582
6.4600269999999975,2.503197
-8.207786,27.72911
9.914433,14.1201
14.485339999999999,4.178134
15.604379999999999,1.9431200000000002
-1.809368,9.6628
16.42695,-3.171427
6.0842529999999995,10.33377
8.627294000000001,-2.30743
14.28665,3.929615
-11.54532,-20.01888
5.575772,10.673739999999999
-2.537058,10.25853
20.090510000000002,9.33872
-8.85235,13.48051
4.209417,17.801070000000006
10.57944,13.80524
1.8646200000000002,11.39824
10.848519999999999,18.48534
-0.7703359000000001,24.88074
14.36989,10.3415
1.4894370000000001,-4.1963099999999995
26.44959,3.562471
-4.266789,3.653826
8.976836,18.40393
20.77485,13.18247
27.637140000000002,19.139110000000002
16.29336,8.550991999999999
16.87829,14.83276
16.82551,9.976617
5.165351,6.9856
50.97437,19.260070000000002
-0.1216837,14.117770000000002
-8.032164999999999,11.65195
-0.7711908000000001,9.478467
7.822278,4.63563
-2.542693,31.299459999999996
12.41543,10.056569999999999
10.44706,6.147121
10.027660000000001,15.330329999999998
15.528979999999999,5.2413989999999995
9.747575,11.99029
19.98159,14.5416
18.364320000000006,-4.5937800000000015
13.227210000000001,7.873434
-0.5568769,6.233604
7.476011,16.644470000000002
-2.541061,16.41452
14.304979999999999,11.84888
3.967357,20.72875
0.2271643,29.08483
11.57322,14.5351
2.318771,19.85869
1.7481419999999999,10.93859
17.782529999999994,4.558751999999999
-4.290225,4.425946
16.53104,4.671925
7.546088,10.278939999999999
13.152029999999998,8.540096
0.5304746,18.33461
21.35885,27.10033
-0.5274979999999999,17.29681
12.94586,12.23683
20.56008,-0.5277433000000001
0.369141,-4.90859
10.885810000000001,-2.084885
1.0478530000000001,14.6625
17.284689999999998,1.17794
8.224514,18.21265
18.79663,1.558912
2.294629,11.462639999999999
13.163820000000001,15.708060000000001
11.968739999999999,22.31844
18.1468,1.8365939999999998
6.30985,10.4237
12.49809,13.023430000000001
6.254294,28.356859999999998
20.57987,19.258470000000006
-0.675866,6.132365
-2.52902,29.848770000000002
2.531129,31.624390000000002
16.98884,14.579229999999999
2.599834,20.39453
6.326382,0.826507
13.8971,7.5057899999999975
-5.493487,19.43579
21.96003,24.61082
7.303667,2.841022
22.35765,1.493998
2.104918,5.705926
26.184620000000002,-9.626669999999999
20.807660000000002,10.34603
10.57028,34.39865
-7.880563,13.95659
6.534681,16.05914
6.421189,22.4082
2.5363290000000003,2.955975
17.029429999999998,29.768240000000002
-0.48623409999999995,12.23679
1.188364,8.102704
-3.906957,5.578883
5.441873,5.874897
18.66013,-4.470882
13.335139999999999,3.557717
24.12527,18.525470000000002
12.98691,17.43439
13.358770000000002,9.173119
13.41857,-0.07619125
5.2243559999999984,22.719929999999998
10.34212,16.27103
-0.36937040000000004,11.25666
12.91639,31.99353
0.9090181,24.91849
-1.4092719999999999,9.203924
-4.365977,16.916610000000002
10.25595,22.35262
12.436689999999999,10.237680000000001
-1.170456,15.72802
-6.2296010000000015,23.02026
9.663633,25.294179999999997
9.05127,12.58227
0.8767106,20.081310000000002
4.492934,16.617639999999998
